taxid,taxname,species,protnum,clade,Type
857340,Acremonium_chrysogenum_ATCC_11550,Acremonium_chrysogenum_ATCC_11550,8899,Fungi,Fungi
1531966,Torrubiella_hemipterigena,Torrubiella_hemipterigena,10771,Fungi,Fungi
1380566,Pochonia_chlamydosporia_170,Pochonia_chlamydosporia_170,14142,Fungi,Fungi
1111077,Claviceps_purpurea_20.1,Claviceps_purpurea_20.1,8814,Fungi,Fungi
1081109,Moelleriella_libera_RCEF_2490,Moelleriella_libera_RCEF_2490,8458,Fungi,Fungi
1291518,Metarhizium_anisopliae_BRIP_53293,Metarhizium_anisopliae_BRIP_53293,11404,Fungi,Fungi
1276143,Metarhizium_majus_ARSEF_297,Metarhizium_majus_ARSEF_297,11394,Fungi,Fungi
1276136,Metarhizium_guizhouense_ARSEF_977,Metarhizium_guizhouense_ARSEF_977,11727,Fungi,Fungi
1081103,Metarhizium_album_ARSEF_1941,Metarhizium_album_ARSEF_1941,8389,Fungi,Fungi
655844,Metarhizium_robertsii_ARSEF_23,Metarhizium_robertsii_ARSEF_23,11684,Fungi,Fungi
655827,Metarhizium_acridum_CQMa_102,Metarhizium_acridum_CQMa_102,9830,Fungi,Fungi
1081108,Cordyceps_confragosa_RCEF_1005,Cordyceps_confragosa_RCEF_1005,11019,Fungi,Fungi
1081104,Cordyceps_fumosorosea_ARSEF_2679,Cordyceps_fumosorosea_ARSEF_2679,10050,Fungi,Fungi
983644,Cordyceps_militaris_CM01,Cordyceps_militaris_CM01,9651,Fungi,Fungi
1245745,Beauveria_bassiana_D1-5,Beauveria_bassiana_D1-5,11840,Fungi,Fungi
1163406,Tolypocladium_ophioglossoides_CBS_100239,Tolypocladium_ophioglossoides_CBS_100239,9153,Fungi,Fungi
1043627,Hirsutella_minnesotensis_3608,Hirsutella_minnesotensis_3608,9072,Fungi,Fungi
1399860,Ophiocordyceps_australis,Ophiocordyceps_australis,8168,Fungi,Fungi
911162,Ophiocordyceps_sinensis_CO18,Ophiocordyceps_sinensis_CO18,6968,Fungi,Fungi
268505,Ophiocordyceps_unilateralis,Ophiocordyceps_unilateralis,8572,Fungi,Fungi
98403,Drechmeria_coniospora,Drechmeria_coniospora,8231,Fungi,Fungi
33203,Purpureocillium_lilacinum,Purpureocillium_lilacinum,11750,Fungi,Fungi
150374,Escovopsis_weberi,Escovopsis_weberi,6869,Fungi,Fungi
858221,Trichoderma_parareesei,Trichoderma_parareesei,9061,Fungi,Fungi
452589,Trichoderma_atroviride_IMI_206040,Trichoderma_atroviride_IMI_206040,11770,Fungi,Fungi
431241,Trichoderma_reesei_QM6a,Trichoderma_reesei_QM6a,9112,Fungi,Fungi
413071,Trichoderma_virens_Gv29-8,Trichoderma_virens_Gv29-8,12383,Fungi,Fungi
398673,Trichoderma_gamsii,Trichoderma_gamsii,11178,Fungi,Fungi
5544,Trichoderma_harzianum,Trichoderma_harzianum,11497,Fungi,Fungi
78410,Neonectria_ditissima,Neonectria_ditissima,12683,Fungi,Fungi
1279085,Fusarium_fujikuroi_IMI_58289,Fusarium_fujikuroi_IMI_58289,14792,Fungi,Fungi
660122,[Nectria]_haematococca_mpVI_77-13-4,[Nectria]_haematococca_mpVI_77-13-4,15709,Fungi,Fungi
334819,Fusarium_verticillioides_7600,Fusarium_verticillioides_7600,15889,Fungi,Fungi
229533,Fusarium_graminearum_PH-1,Fusarium_graminearum_PH-1,14160,Fungi,Fungi
179993,Fusarium_langsethiae,Fusarium_langsethiae,11939,Fungi,Fungi
36050,Fusarium_poae,Fusarium_poae,14048,Fungi,Fungi
1089458,Fusarium_oxysporum_f._sp._raphani_54005,Fusarium_oxysporum_f._sp._raphani_54005,19288,Fungi,Fungi
1168221,Coniosporium_apollinis_CBS_100218,Coniosporium_apollinis_CBS_100218,9306,Fungi,Fungi
1043005,Aureobasidium_subglaciale_EXF-2481,Aureobasidium_subglaciale_EXF-2481,10792,Fungi,Fungi
1043004,Aureobasidium_namibiae_CBS_147.97,Aureobasidium_namibiae_CBS_147.97,10258,Fungi,Fungi
1043003,Aureobasidium_melanogenum_CBS_110374,Aureobasidium_melanogenum_CBS_110374,10583,Fungi,Fungi
1043002,Aureobasidium_pullulans_EXF-150,Aureobasidium_pullulans_EXF-150,11844,Fungi,Fungi
253628,Verruconis_gallopava,Verruconis_gallopava,9813,Fungi,Fungi
1287680,Neofusicoccum_parvum_UCRNP2,Neofusicoccum_parvum_UCRNP2,10365,Fungi,Fungi
1126212,Macrophomina_phaseolina_MS6,Macrophomina_phaseolina_MS6,13801,Fungi,Fungi
420778,Diplodia_seriata,Diplodia_seriata,9342,Fungi,Fungi
236234,Diplodia_corticola,Diplodia_corticola,10836,Fungi,Fungi
1507870,Rachicladosporium_antarcticum,Rachicladosporium_antarcticum,18598,Fungi,Fungi
766039,Acidomyces_richmondensis_BFW,Acidomyces_richmondensis_BFW,11098,Fungi,Fungi
1157616,Hortaea_werneckii_EXF-2000,Hortaea_werneckii_EXF-2000,15464,Fungi,Fungi
717646,Baudoinia_panamericana_UAMH_10762,Baudoinia_panamericana_UAMH_10762,10508,Fungi,Fungi
692275,Sphaerulina_musiva_SO2202,Sphaerulina_musiva_SO2202,10154,Fungi,Fungi
675120,Dothistroma_septosporum_NZE10,Dothistroma_septosporum_NZE10,12399,Fungi,Fungi
1047168,Zymoseptoria_brevis,Zymoseptoria_brevis,10566,Fungi,Fungi
1276538,Zymoseptoria_tritici_ST99CH_3D7,Zymoseptoria_tritici_ST99CH_3D7,11722,Fungi,Fungi
321146,Mycosphaerella_eumusae,Mycosphaerella_eumusae,10939,Fungi,Fungi
383855,Pseudocercospora_fijiensis_CIRAD86,Pseudocercospora_fijiensis_CIRAD86,13043,Fungi,Fungi
113226,Pseudocercospora_musae,Pseudocercospora_musae,10380,Fungi,Fungi
112498,Ramularia_collo-cygni,Ramularia_collo-cygni,11501,Fungi,Fungi
1460663,Paraphaeosphaeria_sporulosa,Paraphaeosphaeria_sporulosa,14732,Fungi,Fungi
1231657,Clohesyomyces_aquaticus,Clohesyomyces_aquaticus,15806,Fungi,Fungi
985895,Leptosphaeria_maculans_JN3,Leptosphaeria_maculans_JN3,12608,Fungi,Fungi
765868,Stagonospora_sp._SRC1lsM3a,Stagonospora_sp._SRC1lsM3a,14420,Fungi,Fungi
765867,Pyrenochaeta_sp._DS3sAY3a,Pyrenochaeta_sp._DS3sAY3a,14984,Fungi,Fungi
321614,Parastagonospora_nodorum_SN15,Parastagonospora_nodorum_SN15,15998,Fungi,Fungi
671987,Exserohilum_turcica_Et28A,Exserohilum_turcica_Et28A,11687,Fungi,Fungi
930090,Bipolaris_oryzae_ATCC_44560,Bipolaris_oryzae_ATCC_44560,12000,Fungi,Fungi
930089,Bipolaris_zeicola_26-R-13,Bipolaris_zeicola_26-R-13,12851,Fungi,Fungi
701091,Bipolaris_maydis_C5,Bipolaris_maydis_C5,12852,Fungi,Fungi
665912,Bipolaris_sorokiniana_ND90Pr,Bipolaris_sorokiniana_ND90Pr,12174,Fungi,Fungi
861557,Pyrenophora_teres_f._teres_0-1,Pyrenophora_teres_f._teres_0-1,11705,Fungi,Fungi
426418,Pyrenophora_tritici-repentis_Pt-1C-BFP,Pyrenophora_tritici-repentis_Pt-1C-BFP,12062,Fungi,Fungi
183478,Stemphylium_lycopersici,Stemphylium_lycopersici,8997,Fungi,Fungi
5599,Alternaria_alternata,Alternaria_alternata,13463,Fungi,Fungi
5454,Ascochyta_rabiei,Ascochyta_rabiei,10558,Fungi,Fungi
1263415,Endocarpon_pusillum_Z07020,Endocarpon_pusillum_Z07020,9228,Fungi,Fungi
158046,Phaeomoniella_chlamydospora,Phaeomoniella_chlamydospora,6907,Fungi,Fungi
1215338,Trichophyton_interdigitale_MR816,Trichophyton_interdigitale_MR816,7993,Fungi,Fungi
663331,Trichophyton_benhamiae_CBS_112371,Trichophyton_benhamiae_CBS_112371,7976,Fungi,Fungi
559882,Trichophyton_equinum_CBS_127.97,Trichophyton_equinum_CBS_127.97,8676,Fungi,Fungi
559305,Trichophyton_rubrum_CBS_118892,Trichophyton_rubrum_CBS_118892,8616,Fungi,Fungi
554155,Microsporum_canis_CBS_113480,Microsporum_canis_CBS_113480,8764,Fungi,Fungi
535722,Nannizzia_gypsea_CBS_118893,Nannizzia_gypsea_CBS_118893,8921,Fungi,Fungi
502780,Paracoccidioides_brasiliensis_Pb18,Paracoccidioides_brasiliensis_Pb18,8399,Fungi,Fungi
502779,Paracoccidioides_lutzii_Pb01,Paracoccidioides_lutzii_Pb01,8811,Fungi,Fungi
336963,Uncinocarpus_reesii_1704,Uncinocarpus_reesii_1704,7760,Fungi,Fungi
443226,Coccidioides_posadasii_str._Silveira,Coccidioides_posadasii_str._Silveira,10209,Fungi,Fungi
396776,Coccidioides_immitis_H538.4,Coccidioides_immitis_H538.4,10535,Fungi,Fungi
1447883,Polytolypa_hystricis_UAMH7299,Polytolypa_hystricis_UAMH7299,9934,Fungi,Fungi
1447875,Helicocarpus_griseus_UAMH5409,Helicocarpus_griseus_UAMH5409,10216,Fungi,Fungi
1447872,Emergomyces_pasteuriana_Ep9510,Emergomyces_pasteuriana_Ep9510,8944,Fungi,Fungi
559298,Blastomyces_gilchristii_SLH14081,Blastomyces_gilchristii_SLH14081,9690,Fungi,Fungi
559297,Blastomyces_dermatitidis_ER-3,Blastomyces_dermatitidis_ER-3,9745,Fungi,Fungi
544712,Histoplasma_capsulatum_H143,Histoplasma_capsulatum_H143,9545,Fungi,Fungi
1658172,Emmonsia_sp._CAC-2015a,Emmonsia_sp._CAC-2015a,8745,Fungi,Fungi
1246674,Emmonsia_parva_UAMH_139,Emmonsia_parva_UAMH_139,8561,Fungi,Fungi
1247875,Emmonsia_crescens_UAMH_3008,Emmonsia_crescens_UAMH_3008,9444,Fungi,Fungi
1220924,Cyphellophora_europaea_CBS_101466,Cyphellophora_europaea_CBS_101466,11090,Fungi,Fungi
1442369,Rhinocladiella_mackenziei_CBS_650.93,Rhinocladiella_mackenziei_CBS_650.93,11378,Fungi,Fungi
1442371,Fonsecaea_multimorphosa_CBS_102226,Fonsecaea_multimorphosa_CBS_102226,12368,Fungi,Fungi
1442368,Fonsecaea_pedrosoi_CBS_271.37,Fonsecaea_pedrosoi_CBS_271.37,12525,Fungi,Fungi
1367422,Fonsecaea_erecta,Fonsecaea_erecta,12089,Fungi,Fungi
1182542,Capronia_epimyces_CBS_606.96,Capronia_epimyces_CBS_606.96,10469,Fungi,Fungi
1182541,Capronia_coronata_CBS_617.96,Capronia_coronata_CBS_617.96,9230,Fungi,Fungi
1182545,Exophiala_aquamarina_CBS_119918,Exophiala_aquamarina_CBS_119918,13118,Fungi,Fungi
1016849,Exophiala_sideris,Exophiala_sideris,10191,Fungi,Fungi
858893,Exophiala_dermatitidis_NIH/UT8656,Exophiala_dermatitidis_NIH/UT8656,9285,Fungi,Fungi
348802,Exophiala_xenobiotica,Exophiala_xenobiotica,12019,Fungi,Fungi
215243,Exophiala_oligosperma,Exophiala_oligosperma,11880,Fungi,Fungi
212818,Exophiala_mesophila,Exophiala_mesophila,9181,Fungi,Fungi
91928,Exophiala_spinifera,Exophiala_spinifera,12047,Fungi,Fungi
1182544,Cladophialophora_yegresii_CBS_114405,Cladophialophora_yegresii_CBS_114405,10118,Fungi,Fungi
1182543,Cladophialophora_psammophila_CBS_110553,Cladophialophora_psammophila_CBS_110553,13417,Fungi,Fungi
569365,Cladophialophora_immunda,Cladophialophora_immunda,12829,Fungi,Fungi
86049,Cladophialophora_carrionii,Cladophialophora_carrionii,11181,Fungi,Fungi
1664694,Phialophora_attae,Phialophora_attae,11848,Fungi,Fungi
5601,Phialophora_americana,Phialophora_americana,10919,Fungi,Fungi
1356009,Byssochlamys_spectabilis_No._5,Byssochlamys_spectabilis_No._5,8877,Fungi,Fungi
1408163,Rasamsonia_emersonii_CBS_393.64,Rasamsonia_emersonii_CBS_393.64,9842,Fungi,Fungi
1441469,Talaromyces_atroroseus,Talaromyces_atroroseus,9520,Fungi,Fungi
441960,Talaromyces_marneffei_ATCC_18224,Talaromyces_marneffei_ATCC_18224,10028,Fungi,Fungi
441959,Talaromyces_stipitatus_ATCC_10500,Talaromyces_stipitatus_ATCC_10500,12468,Fungi,Fungi
28573,Talaromyces_islandicus,Talaromyces_islandicus,9927,Fungi,Fungi
1073090,Penicilliopsis_zonata_CBS_506.65,Penicilliopsis_zonata_CBS_506.65,9869,Fungi,Fungi
1835702,Penicillium_arizonense,Penicillium_arizonense,12121,Fungi,Fungi
1429867,Penicillium_camemberti_FM_013,Penicillium_camemberti_FM_013,14390,Fungi,Fungi
1365484,Penicillium_roqueforti_FM164,Penicillium_roqueforti_FM164,12315,Fungi,Fungi
1316194,Penicillium_subrubescens,Penicillium_subrubescens,14038,Fungi,Fungi
1170229,Penicillium_digitatum_PHI26,Penicillium_digitatum_PHI26,9101,Fungi,Fungi
933388,Penicillium_oxalicum_114-2,Penicillium_oxalicum_114-2,9977,Fungi,Fungi
500485,Penicillium_rubens_Wisconsin_54-1255,Penicillium_rubens_Wisconsin_54-1255,12788,Fungi,Fungi
416450,Penicillium_antarcticum,Penicillium_antarcticum,11372,Fungi,Fungi
303698,Penicillium_steckii,Penicillium_steckii,10355,Fungi,Fungi
290292,Penicillium_occitanis,Penicillium_occitanis,11231,Fungi,Fungi
254877,Penicillium_flavigenum,Penicillium_flavigenum,10875,Fungi,Fungi
229535,Penicillium_nordicum,Penicillium_nordicum,12938,Fungi,Fungi
104259,Penicillium_brasilianum,Penicillium_brasilianum,11426,Fungi,Fungi
69771,Penicillium_decumbens,Penicillium_decumbens,7142,Fungi,Fungi
60175,Penicillium_nalgiovense,Penicillium_nalgiovense,11728,Fungi,Fungi
60172,Penicillium_solitum,Penicillium_solitum,11867,Fungi,Fungi
60169,Penicillium_polonicum,Penicillium_polonicum,10627,Fungi,Fungi
48697,Penicillium_freii,Penicillium_freii,11722,Fungi,Fungi
40296,Penicillium_italicum,Penicillium_italicum,9993,Fungi,Fungi
36646,Penicillium_coprophilum,Penicillium_coprophilum,8993,Fungi,Fungi
29845,Penicillium_vulpinum,Penicillium_vulpinum,10245,Fungi,Fungi
27334,Penicillium_expansum,Penicillium_expansum,11060,Fungi,Fungi
5078,Penicillium_griseofulvum,Penicillium_griseofulvum,9628,Fungi,Fungi
1509407,Aspergillus_nomius_NRRL_13137,Aspergillus_nomius_NRRL_13137,11914,Fungi,Fungi
1403190,Aspergillus_parasiticus_SU-1,Aspergillus_parasiticus_SU-1,8651,Fungi,Fungi
1388766,Aspergillus_ruber_CBS_135680,Aspergillus_ruber_CBS_135680,10053,Fungi,Fungi
1245748,Aspergillus_turcosus,Aspergillus_turcosus,9877,Fungi,Fungi
1160497,Aspergillus_glaucus_CBS_516.65,Aspergillus_glaucus_CBS_516.65,11244,Fungi,Fungi
1073089,Aspergillus_wentii_DTO_134E9,Aspergillus_wentii_DTO_134E9,12389,Fungi,Fungi
1069201,Aspergillus_luchuensis,Aspergillus_luchuensis,12920,Fungi,Fungi
1036612,Aspergillus_sydowii_CBS_593.65,Aspergillus_sydowii_CBS_593.65,13568,Fungi,Fungi
1036611,Aspergillus_versicolor_CBS_583.65,Aspergillus_versicolor_CBS_583.65,13222,Fungi,Fungi
1033177,Aspergillus_kawachii_IFO_4308,Aspergillus_kawachii_IFO_4308,11488,Fungi,Fungi
767770,Aspergillus_tubingensis_CBS_134.48,Aspergillus_tubingensis_CBS_134.48,12318,Fungi,Fungi
767769,Aspergillus_brasiliensis_CBS_101740,Aspergillus_brasiliensis_CBS_101740,12981,Fungi,Fungi
690307,Aspergillus_aculeatus_ATCC_16872,Aspergillus_aculeatus_ATCC_16872,10839,Fungi,Fungi
602072,Aspergillus_carbonarius_ITEM_5010,Aspergillus_carbonarius_ITEM_5010,11034,Fungi,Fungi
573508,Aspergillus_cristatus,Aspergillus_cristatus,10115,Fungi,Fungi
454130,Aspergillus_calidoustus,Aspergillus_calidoustus,15115,Fungi,Fungi
344612,Aspergillus_clavatus_NRRL_1,Aspergillus_clavatus_NRRL_1,9140,Fungi,Fungi
341663,Aspergillus_terreus_NIH2624,Aspergillus_terreus_NIH2624,10417,Fungi,Fungi
332952,Aspergillus_flavus_NRRL3357,Aspergillus_flavus_NRRL3357,13500,Fungi,Fungi
331117,Aspergillus_fischeri_NRRL_181,Aspergillus_fischeri_NRRL_181,10414,Fungi,Fungi
330879,Aspergillus_fumigatus_Af293,Aspergillus_fumigatus_Af293,9648,Fungi,Fungi
308745,Aspergillus_rambellii,Aspergillus_rambellii,7761,Fungi,Fungi
293939,Aspergillus_lentulus,Aspergillus_lentulus,9664,Fungi,Fungi
227321,Aspergillus_nidulans_FGSC_A4,Aspergillus_nidulans_FGSC_A4,10556,Fungi,Fungi
109264,Aspergillus_bombycis,Aspergillus_bombycis,12265,Fungi,Fungi
91492,Aspergillus_udagawae,Aspergillus_udagawae,9999,Fungi,Fungi
41047,Aspergillus_thermomutatus,Aspergillus_thermomutatus,10624,Fungi,Fungi
510516,Aspergillus_oryzae_RIB40,Aspergillus_oryzae_RIB40,12070,Fungi,Fungi
425011,Aspergillus_niger_CBS_513.88,Aspergillus_niger_CBS_513.88,14068,Fungi,Fungi
1382522,Kuraishia_capsulata_CBS_1993,Kuraishia_capsulata_CBS_1993,6027,Fungi,Fungi
1344418,Ascoidea_rubescens_DSM_1968,Ascoidea_rubescens_DSM_1968,6733,Fungi,Fungi
857566,Nadsonia_fulvescens_var._elongata_DSM_6958,Nadsonia_fulvescens_var._elongata_DSM_6958,5635,Fungi,Fungi
796027,Sugiyamaella_lignohabitans,Sugiyamaella_lignohabitans,5131,Fungi,Fungi
767744,Tortispora_caseinolytica_NRRL_Y-17796,Tortispora_caseinolytica_NRRL_Y-17796,4656,Fungi,Fungi
675824,Lipomyces_starkeyi_NRRL_Y-11557,Lipomyces_starkeyi_NRRL_Y-11557,8135,Fungi,Fungi
284591,Yarrowia_lipolytica_CLIB122,Yarrowia_lipolytica_CLIB122,6448,Fungi,Fungi
984487,Suhomyces_tanzawaensis_NRRL_Y-17324,Suhomyces_tanzawaensis_NRRL_Y-17324,5881,Fungi,Fungi
984486,Babjeviella_inositovora_NRRL_Y-12698,Babjeviella_inositovora_NRRL_Y-12698,6393,Fungi,Fungi
984485,Hyphopichia_burtonii_NRRL_Y-1933,Hyphopichia_burtonii_NRRL_Y-1933,5993,Fungi,Fungi
619300,Spathaspora_passalidarum_NRRL_Y-27907,Spathaspora_passalidarum_NRRL_Y-27907,5973,Fungi,Fungi
590646,[Candida]_tenuis_ATCC_10573,[Candida]_tenuis_ATCC_10573,5540,Fungi,Fungi
559304,Millerozyma_farinosa_CBS_7064,Millerozyma_farinosa_CBS_7064,8851,Fungi,Fungi
379508,Lodderomyces_elongisporus_NRRL_YB-4239,Lodderomyces_elongisporus_NRRL_YB-4239,5779,Fungi,Fungi
322104,Scheffersomyces_stipitis_CBS_6054,Scheffersomyces_stipitis_CBS_6054,5797,Fungi,Fungi
294746,Meyerozyma_guilliermondii_ATCC_6260,Meyerozyma_guilliermondii_ATCC_6260,5919,Fungi,Fungi
284592,Debaryomyces_hansenii_CBS767,Debaryomyces_hansenii_CBS767,6284,Fungi,Fungi
1245528,Candida_maltosa_Xu316,Candida_maltosa_Xu316,5976,Fungi,Fungi
578454,Candida_parapsilosis_CDC317,Candida_parapsilosis_CDC317,5777,Fungi,Fungi
294747,Candida_tropicalis_MYA-3404,Candida_tropicalis_MYA-3404,6226,Fungi,Fungi
237561,Candida_albicans_SC5314,Candida_albicans_SC5314,6035,Fungi,Fungi
869754,Metschnikowia_bicuspidata_var._bicuspidata_NRRL_YB-4993,Metschnikowia_bicuspidata_var._bicuspidata_NRRL_YB-4993,5826,Fungi,Fungi
498019,[Candida]_auris,[Candida]_auris,5407,Fungi,Fungi
306902,Clavispora_lusitaniae_ATCC_42720,Clavispora_lusitaniae_ATCC_42720,5932,Fungi,Fungi
45354,[Candida]_intermedia,[Candida]_intermedia,5921,Fungi,Fungi
29833,Hanseniaspora_uvarum,Hanseniaspora_uvarum,4059,Fungi,Fungi
766949,Hanseniaspora_valbyensis_NRRL_Y-1626,Hanseniaspora_valbyensis_NRRL_Y-1626,4754,Fungi,Fungi
211096,Hanseniaspora_opuntiae,Hanseniaspora_opuntiae,4166,Fungi,Fungi
56408,Hanseniaspora_osmophila,Hanseniaspora_osmophila,4653,Fungi,Fungi
1076872,Torulaspora_delbrueckii_CBS_1146,Torulaspora_delbrueckii_CBS_1146,4966,Fungi,Fungi
1789683,Kazachstania_saulgeensis,Kazachstania_saulgeensis,5290,Fungi,Fungi
1071383,Kazachstania_naganishii_CBS_8797,Kazachstania_naganishii_CBS_8797,5301,Fungi,Fungi
1071382,Kazachstania_africana_CBS_2517,Kazachstania_africana_CBS_2517,5354,Fungi,Fungi
1071381,Tetrapisispora_phaffii_CBS_4417,Tetrapisispora_phaffii_CBS_4417,5238,Fungi,Fungi
1071380,Tetrapisispora_blattae_CBS_6284,Tetrapisispora_blattae_CBS_6284,5385,Fungi,Fungi
1071378,Naumovozyma_dairenensis_CBS_421,Naumovozyma_dairenensis_CBS_421,5523,Fungi,Fungi
1064592,Naumovozyma_castellii_CBS_4309,Naumovozyma_castellii_CBS_4309,5565,Fungi,Fungi
669874,Pachysolen_tannophilus_NRRL_Y-2460,Pachysolen_tannophilus_NRRL_Y-2460,5643,Fungi,Fungi
1333698,Zygosaccharomyces_bailii_CLIB_213,Zygosaccharomyces_bailii_CLIB_213,863,Fungi,Fungi
559307,Zygosaccharomyces_rouxii_CBS_732,Zygosaccharomyces_rouxii_CBS_732,4987,Fungi,Fungi
436907,Vanderwaltozyma_polyspora_DSM_70294,Vanderwaltozyma_polyspora_DSM_70294,5314,Fungi,Fungi
931890,Eremothecium_cymbalariae_DBVPG#7215,Eremothecium_cymbalariae_DBVPG#7215,4429,Fungi,Fungi
284811,Eremothecium_gossypii_ATCC_10895,Eremothecium_gossypii_ATCC_10895,4758,Fungi,Fungi
284593,[Candida]_glabrata_CBS_138,[Candida]_glabrata_CBS_138,5200,Fungi,Fungi
1003335,Kluyveromyces_marxianus_DMKU3-1042,Kluyveromyces_marxianus_DMKU3-1042,4925,Fungi,Fungi
284590,Kluyveromyces_lactis_NRRL_Y-1140,Kluyveromyces_lactis_NRRL_Y-1140,5071,Fungi,Fungi
1160507,Saccharomyces_arboricola_H-6,Saccharomyces_arboricola_H-6,3653,Fungi,Fungi
1095631,Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii_VIN7,Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii_VIN7,9076,Fungi,Fungi
226230,Saccharomyces_kudriavzevii_IFO_1802,Saccharomyces_kudriavzevii_IFO_1802,3745,Fungi,Fungi
1266666,Lachancea_nothofagi_CBS_11611,Lachancea_nothofagi_CBS_11611,5149,Fungi,Fungi
1266660,Lachancea_dasiensis_CBS_10888,Lachancea_dasiensis_CBS_10888,5089,Fungi,Fungi
1245769,Lachancea_lanzarotensis,Lachancea_lanzarotensis,5055,Fungi,Fungi
1230905,Lachancea_mirantina,Lachancea_mirantina,5053,Fungi,Fungi
559295,Lachancea_thermotolerans_CBS_6340,Lachancea_thermotolerans_CBS_6340,5093,Fungi,Fungi
4955,Lachancea_fermentati,Lachancea_fermentati,5229,Fungi,Fungi
1124627,Brettanomyces_bruxellensis_AWRI1499,Brettanomyces_bruxellensis_AWRI1499,4857,Fungi,Fungi
983967,[Candida]_arabinofermentans_NRRL_YB-2248,[Candida]_arabinofermentans_NRRL_YB-2248,5824,Fungi,Fungi
871575,Ogataea_parapolymorpha_DL-1,Ogataea_parapolymorpha_DL-1,5338,Fungi,Fungi
763406,Pichia_membranifaciens_NRRL_Y-2026,Pichia_membranifaciens_NRRL_Y-2026,5536,Fungi,Fungi
4909,Pichia_kudriavzevii,Pichia_kudriavzevii,6873,Fungi,Fungi
1206466,Wickerhamomyces_ciferrii_NRRL_Y-1031,Wickerhamomyces_ciferrii_NRRL_Y-1031,6698,Fungi,Fungi
683960,Wickerhamomyces_anomalus_NRRL_Y-366-8,Wickerhamomyces_anomalus_NRRL_Y-366-8,6406,Fungi,Fungi
644223,Komagataella_phaffii_GS115,Komagataella_phaffii_GS115,5073,Fungi,Fungi
36022,Cyberlindnera_fabianii,Cyberlindnera_fabianii,5507,Fungi,Fungi
983966,Cyberlindnera_jadinii_NRRL_Y-1542,Cyberlindnera_jadinii_NRRL_Y-1542,5994,Fungi,Fungi
1432141,Rhizophagus_irregularis_DAOM_197198w,Rhizophagus_irregularis_DAOM_197198w,26712,Fungi,Fungi
1314771,Mortierella_elongata_AG-77,Mortierella_elongata_AG-77,14847,Fungi,Fungi
64571,Lobosporangium_transversale,Lobosporangium_transversale,11593,Fungi,Fungi
1263082,Lichtheimia_corymbifera_JMRC:FSU:9682,Lichtheimia_corymbifera_JMRC:FSU:9682,12138,Fungi,Fungi
763407,Phycomyces_blakesleeanus_NRRL_1555(-),Phycomyces_blakesleeanus_NRRL_1555(-),16154,Fungi,Fungi
101091,Choanephora_cucurbitarum,Choanephora_cucurbitarum,11924,Fungi,Fungi
246409,Rhizopus_delemar_RA_99-880,Rhizopus_delemar_RA_99-880,16971,Fungi,Fungi
58291,Rhizopus_microsporus,Rhizopus_microsporus,19180,Fungi,Fungi
1220926,Mucor_circinelloides_f._circinelloides_1006PhL,Mucor_circinelloides_f._circinelloides_1006PhL,12143,Fungi,Fungi
91626,Mucor_ambiguus,Mucor_ambiguus,11311,Fungi,Fungi
35722,Parasitella_parasitica,Parasitella_parasitica,13357,Fungi,Fungi
90262,Absidia_repens,Absidia_repens,14767,Fungi,Fungi
4829,Absidia_glauca,Absidia_glauca,14825,Fungi,Fungi
105487,Valsa_mali,Valsa_mali,11147,Fungi,Fungi
564608,Micromonas_pusilla_CCMP1545,Micromonas_pusilla_CCMP1545,10246,Plants,Plants
296587,Micromonas_commoda,Micromonas_commoda,10089,Plants,Plants
436017,Ostreococcus_lucimarinus_CCE9901,Ostreococcus_lucimarinus_CCE9901,7390,Plants,Plants
70448,Ostreococcus_tauri,Ostreococcus_tauri,7743,Plants,Plants
41875,Bathycoccus_prasinos,Bathycoccus_prasinos,7886,Plants,Plants
574566,Coccomyxa_subellipsoidea_C-169,Coccomyxa_subellipsoidea_C-169,9785,Plants,Plants
1291522,Helicosporidium_sp._ATCC_50920,Helicosporidium_sp._ATCC_50920,6029,Plants,Plants
554065,Chlorella_variabilis,Chlorella_variabilis,9831,Plants,Plants
3075,Auxenochlorella_protothecoides,Auxenochlorella_protothecoides,6999,Plants,Plants
145388,Monoraphidium_neglectum,Monoraphidium_neglectum,16738,Plants,Plants
33097,Gonium_pectorale,Gonium_pectorale,16224,Plants,Plants
3068,Volvox_carteri_f._nagariensis,Volvox_carteri_f._nagariensis,14333,Plants,Plants
1157962,Chlamydomonas_eustigma,Chlamydomonas_eustigma,14046,Plants,Plants
3055,Chlamydomonas_reinhardtii,Chlamydomonas_reinhardtii,17612,Plants,Plants
1480154,Marchantia_polymorpha_subsp._ruderalis,Marchantia_polymorpha_subsp._ruderalis,17951,Plants,Plants
105231,Klebsormidium_nitens,Klebsormidium_nitens,16171,Plants,Plants
88036,Selaginella_moellendorffii,Selaginella_moellendorffii,32883,Plants,Plants
79200,Daucus_carota_subsp._sativus,Daucus_carota_subsp._sativus,31771,Plants,Plants
56857,Macleaya_cordata,Macleaya_cordata,21697,Plants,Plants
51240,Juglans_regia,Juglans_regia,35778,Plants,Plants
29760,Vitis_vinifera,Vitis_vinifera,29851,Plants,Plants
71139,Eucalyptus_grandis,Eucalyptus_grandis,36664,Plants,Plants
22663,Punica_granatum,Punica_granatum,28977,Plants,Plants
